,temp_air,ghi,dni,dhi,wind_speed
2022-01-01 00:00:00,4.35,0.0,-0.0,0.0,5.01
2022-01-01 01:00:00,5.37,0.0,-0.0,0.0,5.69
2022-01-01 02:00:00,6.39,0.0,-0.0,0.0,6.36
2022-01-01 03:00:00,7.41,0.0,-0.0,0.0,7.04
2022-01-01 04:00:00,8.43,0.0,-0.0,0.0,7.71
2022-01-01 05:00:00,9.45,0.0,-0.0,0.0,8.38
2022-01-01 06:00:00,10.47,0.0,-0.0,0.0,9.06
2022-01-01 07:00:00,11.49,0.0,-0.0,0.0,9.73
2022-01-01 08:00:00,9.38,0.0,-0.0,0.0,8.07
2022-01-01 09:00:00,9.38,3.0,0.0,3.0,7.86
2022-01-01 10:00:00,9.83,22.0,0.0,22.0,8.76
2022-01-01 11:00:00,10.06,64.0,23.68,60.0,9.31
2022-01-01 12:00:00,10.52,37.0,0.0,37.0,10.48
2022-01-01 13:00:00,11.16,36.0,0.0,36.0,10.9
2022-01-01 14:00:00,11.75,26.0,0.0,26.0,10.55
2022-01-01 15:00:00,11.83,7.0,0.0,7.0,9.31
2022-01-01 16:00:00,11.75,0.0,-0.0,0.0,9.17
2022-01-01 17:00:00,11.71,0.0,-0.0,0.0,9.52
2022-01-01 18:00:00,11.88,0.0,-0.0,0.0,9.38
2022-01-01 19:00:00,12.16,0.0,-0.0,0.0,8.83
2022-01-01 20:00:00,12.26,0.0,-0.0,0.0,8.14
2022-01-01 21:00:00,11.22,0.0,-0.0,0.0,8.69
2022-01-01 22:00:00,9.81,0.0,-0.0,0.0,9.31
2022-01-01 23:00:00,8.88,0.0,-0.0,0.0,10.07
2022-01-02 00:00:00,7.54,0.0,-0.0,0.0,10.76
2022-01-02 01:00:00,6.32,0.0,-0.0,0.0,9.03
2022-01-02 02:00:00,5.61,0.0,-0.0,0.0,9.03
2022-01-02 03:00:00,4.64,0.0,-0.0,0.0,8.97
2022-01-02 04:00:00,4.45,0.0,-0.0,0.0,8.69
2022-01-02 05:00:00,4.58,0.0,-0.0,0.0,9.38
2022-01-02 06:00:00,4.4,0.0,-0.0,0.0,9.1
2022-01-02 07:00:00,4.3,0.0,-0.0,0.0,8.69
2022-01-02 08:00:00,4.3,0.0,-0.0,0.0,8.28
2022-01-02 09:00:00,4.09,2.0,0.0,2.0,8.14
2022-01-02 10:00:00,4.17,40.0,17.27,38.0,8.76
2022-01-02 11:00:00,4.33,126.0,393.93,59.0,8.62
2022-01-02 12:00:00,4.09,152.0,482.39,60.0,9.17
2022-01-02 13:00:00,4.41,19.0,0.0,19.0,8.0
2022-01-02 14:00:00,4.73,85.0,320.55,44.0,8.62
2022-01-02 15:00:00,4.86,14.0,0.0,14.0,8.48
2022-01-02 16:00:00,4.53,0.0,-0.0,0.0,8.21
2022-01-02 17:00:00,4.29,0.0,-0.0,0.0,7.59
2022-01-02 18:00:00,4.19,0.0,-0.0,0.0,7.66
2022-01-02 19:00:00,4.39,0.0,-0.0,0.0,8.0
2022-01-02 20:00:00,4.46,0.0,-0.0,0.0,9.31
2022-01-02 21:00:00,4.63,0.0,-0.0,0.0,10.07
2022-01-02 22:00:00,4.99,0.0,-0.0,0.0,10.34
2022-01-02 23:00:00,5.03,0.0,-0.0,0.0,9.72
2022-01-03 00:00:00,5.38,0.0,-0.0,0.0,8.9
2022-01-03 01:00:00,5.73,0.0,-0.0,0.0,8.28
2022-01-03 02:00:00,5.88,0.0,-0.0,0.0,7.93
2022-01-03 03:00:00,5.81,0.0,-0.0,0.0,6.97
2022-01-03 04:00:00,5.54,0.0,-0.0,0.0,5.93
2022-01-03 05:00:00,4.89,0.0,-0.0,0.0,5.31
2022-01-03 06:00:00,4.43,0.0,-0.0,0.0,4.41
2022-01-03 07:00:00,3.9,0.0,-0.0,0.0,3.79
2022-01-03 08:00:00,3.52,0.0,-0.0,0.0,3.31
2022-01-03 09:00:00,3.57,8.0,0.0,8.0,3.03
2022-01-03 10:00:00,2.63,88.0,462.09,34.0,3.17
2022-01-03 11:00:00,3.14,129.0,402.6,60.0,3.17
2022-01-03 12:00:00,4.06,160.0,546.04,55.0,3.24
2022-01-03 13:00:00,4.68,139.0,465.89,56.0,3.45
2022-01-03 14:00:00,4.85,92.0,377.11,43.0,3.86
2022-01-03 15:00:00,4.38,15.0,0.0,15.0,3.45
2022-01-03 16:00:00,3.27,0.0,-0.0,0.0,3.24
2022-01-03 17:00:00,2.93,0.0,-0.0,0.0,3.66
2022-01-03 18:00:00,2.45,0.0,-0.0,0.0,3.79
2022-01-03 19:00:00,2.47,0.0,-0.0,0.0,3.79
2022-01-03 20:00:00,2.17,0.0,-0.0,0.0,3.72
2022-01-03 21:00:00,1.69,0.0,-0.0,0.0,3.79
2022-01-03 22:00:00,1.89,0.0,-0.0,0.0,3.86
2022-01-03 23:00:00,1.7,0.0,-0.0,0.0,3.66
2022-01-04 00:00:00,1.44,0.0,-0.0,0.0,3.38
2022-01-04 01:00:00,1.27,0.0,-0.0,0.0,3.38
2022-01-04 02:00:00,1.63,0.0,-0.0,0.0,3.52
2022-01-04 03:00:00,1.83,0.0,-0.0,0.0,3.66
2022-01-04 04:00:00,2.0,0.0,-0.0,0.0,3.66
2022-01-04 05:00:00,2.12,0.0,-0.0,0.0,3.79
2022-01-04 06:00:00,2.2,0.0,-0.0,0.0,4.34
2022-01-04 07:00:00,2.22,0.0,-0.0,0.0,4.76
2022-01-04 08:00:00,2.09,0.0,-0.0,0.0,4.69
2022-01-04 09:00:00,1.98,9.0,0.0,9.0,4.69
2022-01-04 10:00:00,2.37,79.0,330.45,40.0,5.17
2022-01-04 11:00:00,3.49,135.0,474.48,53.0,5.24
2022-01-04 12:00:00,4.44,162.0,551.56,55.0,5.52
2022-01-04 13:00:00,4.93,132.0,372.01,65.0,5.66
2022-01-04 14:00:00,5.1,22.0,0.0,22.0,6.28
2022-01-04 15:00:00,5.38,15.0,0.0,15.0,6.21
2022-01-04 16:00:00,5.59,0.0,-0.0,0.0,6.14
2022-01-04 17:00:00,5.91,0.0,-0.0,0.0,5.93
2022-01-04 18:00:00,6.37,0.0,-0.0,0.0,5.52
2022-01-04 19:00:00,6.4,0.0,-0.0,0.0,5.17
2022-01-04 20:00:00,6.35,0.0,-0.0,0.0,5.1
2022-01-04 21:00:00,6.66,0.0,-0.0,0.0,5.59
2022-01-04 22:00:00,6.44,0.0,-0.0,0.0,5.66
2022-01-04 23:00:00,6.54,0.0,-0.0,0.0,5.72
2022-01-05 00:00:00,6.82,0.0,-0.0,0.0,5.31
2022-01-05 01:00:00,6.69,0.0,-0.0,0.0,5.24
2022-01-05 02:00:00,6.64,0.0,-0.0,0.0,5.31
2022-01-05 03:00:00,6.67,0.0,-0.0,0.0,5.38
2022-01-05 04:00:00,6.84,0.0,-0.0,0.0,5.31
2022-01-05 05:00:00,7.09,0.0,-0.0,0.0,5.1
2022-01-05 06:00:00,7.43,0.0,-0.0,0.0,4.9
2022-01-05 07:00:00,7.58,0.0,-0.0,0.0,4.76
2022-01-05 08:00:00,7.91,0.0,-0.0,0.0,4.97
2022-01-05 09:00:00,8.05,3.0,0.0,3.0,5.24
2022-01-05 10:00:00,8.28,48.0,41.91,43.0,5.17
2022-01-05 11:00:00,8.93,84.0,80.28,70.0,5.24
2022-01-05 12:00:00,9.38,89.0,56.17,78.0,5.17
2022-01-05 13:00:00,9.84,84.0,60.38,73.0,5.24
2022-01-05 14:00:00,10.01,50.0,29.77,46.0,5.17
2022-01-05 15:00:00,9.87,8.0,0.0,8.0,5.17
2022-01-05 16:00:00,9.87,0.0,-0.0,0.0,4.9
2022-01-05 17:00:00,9.76,0.0,-0.0,0.0,5.1
2022-01-05 18:00:00,9.71,0.0,-0.0,0.0,5.31
2022-01-05 19:00:00,9.75,0.0,-0.0,0.0,5.59
2022-01-05 20:00:00,9.69,0.0,-0.0,0.0,5.93
2022-01-05 21:00:00,9.73,0.0,-0.0,0.0,5.93
2022-01-05 22:00:00,9.34,0.0,-0.0,0.0,5.72
2022-01-05 23:00:00,9.26,0.0,-0.0,0.0,5.93
2022-01-06 00:00:00,9.21,0.0,-0.0,0.0,6.0
2022-01-06 01:00:00,9.03,0.0,-0.0,0.0,5.79
2022-01-06 02:00:00,9.14,0.0,-0.0,0.0,5.79
2022-01-06 03:00:00,9.07,0.0,-0.0,0.0,5.93
2022-01-06 04:00:00,8.94,0.0,-0.0,0.0,5.93
2022-01-06 05:00:00,9.06,0.0,-0.0,0.0,6.07
2022-01-06 06:00:00,8.66,0.0,-0.0,0.0,6.14
2022-01-06 07:00:00,8.34,0.0,-0.0,0.0,6.41
2022-01-06 08:00:00,6.91,0.0,-0.0,0.0,6.14
2022-01-06 09:00:00,5.0,4.0,0.0,4.0,6.48
2022-01-06 10:00:00,4.57,55.0,74.55,46.0,6.34
2022-01-06 11:00:00,4.84,91.0,102.23,73.0,6.28
2022-01-06 12:00:00,5.51,164.0,551.11,55.0,6.41
2022-01-06 13:00:00,6.04,144.0,471.89,57.0,5.72
2022-01-06 14:00:00,6.12,95.0,365.65,45.0,5.66
2022-01-06 15:00:00,5.74,18.0,0.0,18.0,5.38
2022-01-06 16:00:00,5.1,0.0,-0.0,0.0,5.17
2022-01-06 17:00:00,4.55,0.0,-0.0,0.0,4.83
2022-01-06 18:00:00,4.27,0.0,-0.0,0.0,4.83
2022-01-06 19:00:00,3.9,0.0,-0.0,0.0,4.97
2022-01-06 20:00:00,3.99,0.0,-0.0,0.0,4.55
2022-01-06 21:00:00,3.61,0.0,-0.0,0.0,4.41
2022-01-06 22:00:00,3.77,0.0,-0.0,0.0,5.1
2022-01-06 23:00:00,4.15,0.0,-0.0,0.0,5.17
2022-01-07 00:00:00,4.1,0.0,-0.0,0.0,5.17
2022-01-07 01:00:00,4.14,0.0,-0.0,0.0,5.31
2022-01-07 02:00:00,4.98,0.0,-0.0,0.0,5.72
2022-01-07 03:00:00,5.71,0.0,-0.0,0.0,6.28
2022-01-07 04:00:00,6.86,0.0,-0.0,0.0,6.69
2022-01-07 05:00:00,7.43,0.0,-0.0,0.0,7.31
2022-01-07 06:00:00,7.6,0.0,-0.0,0.0,7.93
2022-01-07 07:00:00,7.89,0.0,-0.0,0.0,8.48
2022-01-07 08:00:00,7.96,0.0,-0.0,0.0,8.9
2022-01-07 09:00:00,8.18,6.0,0.0,6.0,9.59
2022-01-07 10:00:00,8.85,59.0,98.14,47.0,9.72
2022-01-07 11:00:00,9.12,39.0,0.0,39.0,9.72
2022-01-07 12:00:00,9.56,34.0,0.0,34.0,9.59
2022-01-07 13:00:00,9.84,34.0,0.0,34.0,9.93
2022-01-07 14:00:00,10.08,33.0,0.0,33.0,9.72
2022-01-07 15:00:00,10.23,10.0,0.0,10.0,9.72
2022-01-07 16:00:00,10.48,0.0,-0.0,0.0,10.0
2022-01-07 17:00:00,10.72,0.0,-0.0,0.0,10.34
2022-01-07 18:00:00,10.86,0.0,-0.0,0.0,10.14
2022-01-07 19:00:00,10.33,0.0,-0.0,0.0,9.66
2022-01-07 20:00:00,9.4,0.0,-0.0,0.0,8.07
2022-01-07 21:00:00,7.88,0.0,-0.0,0.0,8.0
2022-01-07 22:00:00,6.67,0.0,-0.0,0.0,8.0
2022-01-07 23:00:00,6.49,0.0,-0.0,0.0,7.45
2022-01-08 00:00:00,6.41,0.0,-0.0,0.0,7.1
2022-01-08 01:00:00,5.75,0.0,-0.0,0.0,6.76
2022-01-08 02:00:00,5.65,0.0,-0.0,0.0,6.48
2022-01-08 03:00:00,5.6,0.0,-0.0,0.0,6.97
2022-01-08 04:00:00,5.63,0.0,-0.0,0.0,7.52
2022-01-08 05:00:00,5.31,0.0,-0.0,0.0,7.72
2022-01-08 06:00:00,4.9,0.0,-0.0,0.0,7.1
2022-01-08 07:00:00,5.1,0.0,-0.0,0.0,6.83
2022-01-08 08:00:00,4.86,0.0,-0.0,0.0,7.31
2022-01-08 09:00:00,4.56,10.0,0.0,10.0,7.38
2022-01-08 10:00:00,5.18,16.0,0.0,16.0,7.93
2022-01-08 11:00:00,4.94,19.0,0.0,19.0,8.41
2022-01-08 12:00:00,4.87,161.0,480.04,64.0,8.14
2022-01-08 13:00:00,5.25,146.0,438.89,63.0,8.0
2022-01-08 14:00:00,5.22,98.0,338.36,50.0,7.79
2022-01-08 15:00:00,4.64,18.0,0.0,18.0,7.31
2022-01-08 16:00:00,4.1,0.0,-0.0,0.0,6.69
2022-01-08 17:00:00,4.05,0.0,-0.0,0.0,5.72
2022-01-08 18:00:00,4.09,0.0,-0.0,0.0,5.79
2022-01-08 19:00:00,4.52,0.0,-0.0,0.0,6.14
2022-01-08 20:00:00,4.82,0.0,-0.0,0.0,7.31
2022-01-08 21:00:00,5.09,0.0,-0.0,0.0,8.14
2022-01-08 22:00:00,4.54,0.0,-0.0,0.0,9.45
2022-01-08 23:00:00,5.41,0.0,-0.0,0.0,11.72
2022-01-09 00:00:00,7.24,0.0,-0.0,0.0,12.9
2022-01-09 01:00:00,8.42,0.0,-0.0,0.0,14.28
2022-01-09 02:00:00,7.29,0.0,-0.0,0.0,12.48
2022-01-09 03:00:00,7.1,0.0,-0.0,0.0,13.24
2022-01-09 04:00:00,7.06,0.0,-0.0,0.0,13.45
2022-01-09 05:00:00,7.17,0.0,-0.0,0.0,13.31
2022-01-09 06:00:00,6.91,0.0,-0.0,0.0,12.83
2022-01-09 07:00:00,7.17,0.0,-0.0,0.0,11.86
2022-01-09 08:00:00,7.06,0.0,-0.0,0.0,11.59
2022-01-09 09:00:00,7.26,7.0,0.0,7.0,10.62
2022-01-09 10:00:00,7.24,47.0,31.81,43.0,10.34
2022-01-09 11:00:00,7.21,109.0,192.41,74.0,8.9
2022-01-09 12:00:00,7.15,69.0,9.79,67.0,7.86
2022-01-09 13:00:00,6.5,53.0,0.0,53.0,8.07
2022-01-09 14:00:00,5.39,37.0,0.0,37.0,6.34
2022-01-09 15:00:00,4.73,17.0,0.0,17.0,5.59
2022-01-09 16:00:00,4.74,0.0,-0.0,0.0,4.21
2022-01-09 17:00:00,6.02,0.0,-0.0,0.0,5.03
2022-01-09 18:00:00,10.38,0.0,-0.0,0.0,9.03
2022-01-09 19:00:00,11.92,0.0,-0.0,0.0,11.24
2022-01-09 20:00:00,11.46,0.0,-0.0,0.0,10.83
2022-01-09 21:00:00,11.29,0.0,-0.0,0.0,10.69
2022-01-09 22:00:00,11.65,0.0,-0.0,0.0,10.9
2022-01-09 23:00:00,12.0,0.0,-0.0,0.0,10.97
2022-01-10 00:00:00,12.16,0.0,-0.0,0.0,10.9
2022-01-10 01:00:00,12.15,0.0,-0.0,0.0,11.1
2022-01-10 02:00:00,12.35,0.0,-0.0,0.0,11.93
2022-01-10 03:00:00,12.15,0.0,-0.0,0.0,12.62
2022-01-10 04:00:00,11.62,0.0,-0.0,0.0,13.24
2022-01-10 05:00:00,8.98,0.0,-0.0,0.0,13.45
2022-01-10 06:00:00,7.29,0.0,-0.0,0.0,12.21
2022-01-10 07:00:00,6.2,0.0,-0.0,0.0,11.17
2022-01-10 08:00:00,5.26,0.0,-0.0,0.0,10.76
2022-01-10 09:00:00,4.35,16.0,120.85,11.0,10.69
2022-01-10 10:00:00,4.12,74.0,195.83,49.0,11.59
2022-01-10 11:00:00,3.82,30.0,0.0,30.0,11.1
2022-01-10 12:00:00,3.85,164.0,468.96,67.0,9.72
2022-01-10 13:00:00,3.34,137.0,329.33,73.0,10.0
2022-01-10 14:00:00,3.33,99.0,312.01,53.0,10.28
2022-01-10 15:00:00,2.74,3.0,0.0,3.0,9.66
2022-01-10 16:00:00,2.92,0.0,-0.0,0.0,8.62
2022-01-10 17:00:00,2.71,0.0,-0.0,0.0,8.0
2022-01-10 18:00:00,2.89,0.0,-0.0,0.0,7.79
2022-01-10 19:00:00,2.76,0.0,-0.0,0.0,7.79
2022-01-10 20:00:00,2.68,0.0,-0.0,0.0,7.79
2022-01-10 21:00:00,2.14,0.0,-0.0,0.0,8.0
2022-01-10 22:00:00,2.44,0.0,-0.0,0.0,7.86
2022-01-10 23:00:00,2.38,0.0,-0.0,0.0,7.86
2022-01-11 00:00:00,2.42,0.0,-0.0,0.0,8.0
2022-01-11 01:00:00,2.35,0.0,-0.0,0.0,8.14
2022-01-11 02:00:00,2.66,0.0,-0.0,0.0,7.93
2022-01-11 03:00:00,2.49,0.0,-0.0,0.0,7.66
2022-01-11 04:00:00,2.14,0.0,-0.0,0.0,7.72
2022-01-11 05:00:00,1.86,0.0,-0.0,0.0,7.79
2022-01-11 06:00:00,2.57,0.0,-0.0,0.0,7.72
2022-01-11 07:00:00,3.04,0.0,-0.0,0.0,7.45
2022-01-11 08:00:00,3.38,0.0,-0.0,0.0,7.17
2022-01-11 09:00:00,3.35,5.0,0.0,5.0,7.45
2022-01-11 10:00:00,3.41,29.0,0.0,29.0,7.52
2022-01-11 11:00:00,3.47,60.0,5.36,59.0,6.83
2022-01-11 12:00:00,3.52,70.0,9.55,68.0,7.52
2022-01-11 13:00:00,4.18,46.0,0.0,46.0,8.83
2022-01-11 14:00:00,4.42,56.0,26.6,52.0,9.17
2022-01-11 15:00:00,4.86,18.0,0.0,18.0,9.17
2022-01-11 16:00:00,5.76,0.0,-0.0,0.0,9.17
2022-01-11 17:00:00,6.32,0.0,-0.0,0.0,9.52
2022-01-11 18:00:00,6.78,0.0,-0.0,0.0,9.86
2022-01-11 19:00:00,6.83,0.0,-0.0,0.0,10.21
2022-01-11 20:00:00,7.02,0.0,-0.0,0.0,10.34
2022-01-11 21:00:00,6.94,0.0,-0.0,0.0,10.76
2022-01-11 22:00:00,7.06,0.0,-0.0,0.0,11.03
2022-01-11 23:00:00,7.15,0.0,-0.0,0.0,11.1
2022-01-12 00:00:00,7.37,0.0,-0.0,0.0,11.86
2022-01-12 01:00:00,7.41,0.0,-0.0,0.0,11.93
2022-01-12 02:00:00,7.25,0.0,-0.0,0.0,11.93
2022-01-12 03:00:00,7.31,0.0,-0.0,0.0,12.14
2022-01-12 04:00:00,7.54,0.0,-0.0,0.0,11.79
2022-01-12 05:00:00,7.95,0.0,-0.0,0.0,11.72
2022-01-12 06:00:00,8.61,0.0,-0.0,0.0,11.59
2022-01-12 07:00:00,8.87,0.0,-0.0,0.0,11.72
2022-01-12 08:00:00,7.94,0.0,-0.0,0.0,11.1
2022-01-12 09:00:00,6.33,2.0,0.0,2.0,9.93
2022-01-12 10:00:00,5.42,48.0,22.75,45.0,10.21
2022-01-12 11:00:00,4.97,75.0,26.48,70.0,10.41
2022-01-12 12:00:00,4.92,170.0,485.63,67.0,9.66
2022-01-12 13:00:00,4.47,21.0,0.0,21.0,10.14
2022-01-12 14:00:00,4.56,106.0,345.42,53.0,9.66
2022-01-12 15:00:00,4.14,37.0,158.86,25.0,9.03
2022-01-12 16:00:00,4.27,0.0,-0.0,0.0,8.0
2022-01-12 17:00:00,4.12,0.0,-0.0,0.0,7.03
2022-01-12 18:00:00,3.82,0.0,-0.0,0.0,6.76
2022-01-12 19:00:00,3.64,0.0,-0.0,0.0,6.76
2022-01-12 20:00:00,3.45,0.0,-0.0,0.0,7.38
2022-01-12 21:00:00,3.82,0.0,-0.0,0.0,7.93
2022-01-12 22:00:00,4.34,0.0,-0.0,0.0,8.34
2022-01-12 23:00:00,4.03,0.0,-0.0,0.0,7.72
2022-01-13 00:00:00,3.43,0.0,-0.0,0.0,7.03
2022-01-13 01:00:00,2.92,0.0,-0.0,0.0,6.21
2022-01-13 02:00:00,2.49,0.0,-0.0,0.0,5.24
2022-01-13 03:00:00,2.67,0.0,-0.0,0.0,5.66
2022-01-13 04:00:00,2.22,0.0,-0.0,0.0,5.72
2022-01-13 05:00:00,2.11,0.0,-0.0,0.0,5.1
2022-01-13 06:00:00,1.76,0.0,-0.0,0.0,5.17
2022-01-13 07:00:00,1.68,0.0,-0.0,0.0,5.31
2022-01-13 08:00:00,1.97,0.0,-0.0,0.0,5.45
2022-01-13 09:00:00,2.0,16.0,42.49,14.0,6.62
2022-01-13 10:00:00,2.34,35.0,0.0,35.0,7.66
2022-01-13 11:00:00,2.68,66.0,10.45,64.0,7.1
2022-01-13 12:00:00,2.28,107.0,69.8,92.0,6.62
2022-01-13 13:00:00,2.45,87.0,34.48,80.0,7.17
2022-01-13 14:00:00,2.39,120.0,466.15,47.0,6.9
2022-01-13 15:00:00,2.08,15.0,0.0,15.0,7.17
2022-01-13 16:00:00,2.09,0.0,-0.0,0.0,7.03
2022-01-13 17:00:00,1.64,0.0,-0.0,0.0,6.9
2022-01-13 18:00:00,1.52,0.0,-0.0,0.0,7.17
2022-01-13 19:00:00,1.59,0.0,-0.0,0.0,7.1
2022-01-13 20:00:00,1.43,0.0,-0.0,0.0,7.03
2022-01-13 21:00:00,1.43,0.0,-0.0,0.0,6.9
2022-01-13 22:00:00,1.74,0.0,-0.0,0.0,7.03
2022-01-13 23:00:00,1.54,0.0,-0.0,0.0,7.24
2022-01-14 00:00:00,1.56,0.0,-0.0,0.0,7.38
2022-01-14 01:00:00,1.38,0.0,-0.0,0.0,7.17
2022-01-14 02:00:00,1.43,0.0,-0.0,0.0,7.17
2022-01-14 03:00:00,1.5,0.0,-0.0,0.0,7.24
2022-01-14 04:00:00,1.47,0.0,-0.0,0.0,7.17
2022-01-14 05:00:00,1.44,0.0,-0.0,0.0,7.24
2022-01-14 06:00:00,1.29,0.0,-0.0,0.0,7.03
2022-01-14 07:00:00,1.06,0.0,-0.0,0.0,7.24
2022-01-14 08:00:00,0.97,0.0,-0.0,0.0,7.1
2022-01-14 09:00:00,1.33,13.0,20.32,12.0,7.52
2022-01-14 10:00:00,1.78,41.0,7.32,40.0,8.34
2022-01-14 11:00:00,2.53,101.0,97.89,82.0,9.45
2022-01-14 12:00:00,2.94,131.0,160.68,96.0,9.1
2022-01-14 13:00:00,3.23,171.0,538.45,60.0,8.14
2022-01-14 14:00:00,3.34,76.0,75.06,64.0,7.52
2022-01-14 15:00:00,3.3,21.0,0.0,21.0,6.9
2022-01-14 16:00:00,3.24,0.0,-0.0,0.0,6.41
2022-01-14 17:00:00,3.04,0.0,-0.0,0.0,5.72
2022-01-14 18:00:00,3.04,0.0,-0.0,0.0,7.1
2022-01-14 19:00:00,3.44,0.0,-0.0,0.0,8.48
2022-01-14 20:00:00,4.02,0.0,-0.0,0.0,9.66
2022-01-14 21:00:00,4.73,0.0,-0.0,0.0,10.28
2022-01-14 22:00:00,4.84,0.0,-0.0,0.0,10.34
2022-01-14 23:00:00,5.64,0.0,-0.0,0.0,10.41
2022-01-15 00:00:00,6.5,0.0,-0.0,0.0,9.93
2022-01-15 01:00:00,7.75,0.0,-0.0,0.0,9.38
2022-01-15 02:00:00,6.96,0.0,-0.0,0.0,9.24
2022-01-15 03:00:00,6.02,0.0,-0.0,0.0,9.66
2022-01-15 04:00:00,5.98,0.0,-0.0,0.0,9.79
2022-01-15 05:00:00,5.86,0.0,-0.0,0.0,10.28
2022-01-15 06:00:00,5.65,0.0,-0.0,0.0,10.69
2022-01-15 07:00:00,5.66,0.0,-0.0,0.0,10.69
2022-01-15 08:00:00,5.39,0.0,-0.0,0.0,10.83
2022-01-15 09:00:00,5.22,6.0,0.0,6.0,11.24
2022-01-15 10:00:00,5.5,56.0,35.94,51.0,12.0
2022-01-15 11:00:00,5.95,86.0,45.71,77.0,12.9
2022-01-15 12:00:00,5.74,102.0,54.33,90.0,12.41
2022-01-15 13:00:00,5.31,103.0,76.42,87.0,12.34
2022-01-15 14:00:00,4.31,11.0,0.0,11.0,11.93
2022-01-15 15:00:00,4.15,47.0,221.97,28.0,11.24
2022-01-15 16:00:00,3.85,0.0,-0.0,0.0,10.21
2022-01-15 17:00:00,4.37,0.0,-0.0,0.0,8.83
2022-01-15 18:00:00,5.1,0.0,-0.0,0.0,8.55
2022-01-15 19:00:00,5.81,0.0,-0.0,0.0,8.62
2022-01-15 20:00:00,5.86,0.0,-0.0,0.0,9.31
2022-01-15 21:00:00,5.74,0.0,-0.0,0.0,10.14
2022-01-15 22:00:00,5.17,0.0,-0.0,0.0,10.48
2022-01-15 23:00:00,4.78,0.0,-0.0,0.0,10.21
2022-01-16 00:00:00,4.45,0.0,-0.0,0.0,9.72
2022-01-16 01:00:00,3.97,0.0,-0.0,0.0,9.1
2022-01-16 02:00:00,3.63,0.0,-0.0,0.0,8.48
2022-01-16 03:00:00,3.3,0.0,-0.0,0.0,7.93
2022-01-16 04:00:00,2.8,0.0,-0.0,0.0,7.31
2022-01-16 05:00:00,2.55,0.0,-0.0,0.0,6.83
2022-01-16 06:00:00,2.31,0.0,-0.0,0.0,6.76
2022-01-16 07:00:00,1.97,0.0,-0.0,0.0,6.55
2022-01-16 08:00:00,1.96,0.0,-0.0,0.0,6.41
2022-01-16 09:00:00,1.82,29.0,259.87,15.0,6.41
2022-01-16 10:00:00,1.79,109.0,472.57,42.0,6.83
2022-01-16 11:00:00,1.72,166.0,530.52,60.0,6.48
2022-01-16 12:00:00,1.69,166.0,348.22,88.0,6.97
2022-01-16 13:00:00,2.03,182.0,582.95,58.0,7.24
2022-01-16 14:00:00,2.49,127.0,431.88,55.0,7.1
2022-01-16 15:00:00,1.98,59.0,381.42,25.0,7.38
2022-01-16 16:00:00,1.57,0.0,-0.0,0.0,7.24
2022-01-16 17:00:00,1.63,0.0,-0.0,0.0,6.9
2022-01-16 18:00:00,1.39,0.0,-0.0,0.0,6.55
2022-01-16 19:00:00,1.53,0.0,-0.0,0.0,6.34
2022-01-16 20:00:00,1.58,0.0,-0.0,0.0,6.07
2022-01-16 21:00:00,1.68,0.0,-0.0,0.0,6.0
2022-01-16 22:00:00,1.49,0.0,-0.0,0.0,6.0
2022-01-16 23:00:00,1.44,0.0,-0.0,0.0,5.72
2022-01-17 00:00:00,1.26,0.0,-0.0,0.0,5.31
2022-01-17 01:00:00,1.39,0.0,-0.0,0.0,5.24
2022-01-17 02:00:00,1.44,0.0,-0.0,0.0,5.1
2022-01-17 03:00:00,1.74,0.0,-0.0,0.0,4.83
2022-01-17 04:00:00,1.98,0.0,-0.0,0.0,4.55
2022-01-17 05:00:00,2.02,0.0,-0.0,0.0,4.48
2022-01-17 06:00:00,1.99,0.0,-0.0,0.0,4.28
2022-01-17 07:00:00,1.96,0.0,-0.0,0.0,4.14
2022-01-17 08:00:00,1.85,0.0,-0.0,0.0,3.86
2022-01-17 09:00:00,1.98,19.0,53.21,16.0,3.72
2022-01-17 10:00:00,1.81,99.0,318.23,53.0,4.34
2022-01-17 11:00:00,2.43,45.0,0.0,45.0,4.07
2022-01-17 12:00:00,2.79,97.0,35.2,89.0,4.0
2022-01-17 13:00:00,3.05,100.0,55.52,88.0,3.93
2022-01-17 14:00:00,3.36,69.0,35.23,63.0,3.93
2022-01-17 15:00:00,3.1,61.0,377.25,26.0,3.38
2022-01-17 16:00:00,2.69,0.0,-0.0,0.0,2.97
2022-01-17 17:00:00,2.28,0.0,-0.0,0.0,2.9
2022-01-17 18:00:00,1.62,0.0,-0.0,0.0,2.97
2022-01-17 19:00:00,1.02,0.0,-0.0,0.0,2.97
2022-01-17 20:00:00,0.26,0.0,-0.0,0.0,3.17
2022-01-17 21:00:00,-0.02,0.0,-0.0,0.0,3.45
2022-01-17 22:00:00,-0.34,0.0,-0.0,0.0,3.52
2022-01-17 23:00:00,-0.61,0.0,-0.0,0.0,3.59
2022-01-18 00:00:00,-0.88,0.0,-0.0,0.0,3.52
2022-01-18 01:00:00,-0.74,0.0,-0.0,0.0,3.59
2022-01-18 02:00:00,-0.55,0.0,-0.0,0.0,3.66
2022-01-18 03:00:00,0.04,0.0,-0.0,0.0,3.66
2022-01-18 04:00:00,0.51,0.0,-0.0,0.0,3.93
2022-01-18 05:00:00,0.66,0.0,-0.0,0.0,3.79
